time,N,E,heading
844.5274729728699,1810.5342147629167,526.9190832699768,30.3
845.4563779830933,1814.4312499695816,528.8045731843373,30.5
847.267333984375,1822.0397734507533,532.680340987362,30.978839164083926
848.2695970535278,1825.7512904420296,534.6706272213563,31.2
850.0095381736755,1833.1743275533304,538.6511897075127,31.8
851.0039989948273,1836.7003272088232,540.7462725046346,32.1
851.8267600536346,1840.4118484764886,542.7365454577373,32.37691485908219
852.7654540538788,1844.1233260639428,544.8315729407358,32.6
853.7466282844543,1847.8348493526225,546.8218390893785,32.9
854.5864400863647,1851.546373686649,548.8121019113314,33.1
855.5163810253143,1855.0723209506186,550.9071508719019,33.4
856.5066618919373,1858.598269241258,553.0021964429304,33.7
857.3436329364777,1862.3097941606907,555.2019894628993,34.1
858.2665741443634,1866.021336070106,557.297013078529,34.4
859.268000125885,1869.5473302896685,559.4968312956726,34.8
860.0982930660248,1873.2588721575016,561.8013875331081,35.1
